m,KMPrt,RKrt,LCSrt,O(n+m)
1000,0.02100086212158203,0.03000330924987793,37.88581681251526,0.0010001659393310547
11000,0.02200031280517578,0.033013105392456055,435.42080307006836,0.0009629726409912109
21000,0.020998716354370117,0.029999971389770508,1009.4128904342651,0.0019989013671875
31000,0.020998477935791016,0.037000179290771484,1392.197538614273,0.0019991397857666016
41000,0.022000789642333984,0.03699898719787598,1699.7986216545105,0.0
51000,0.01563572883605957,0.031249284744262695,1955.7115178108215,0.001997709274291992
61000,0.015171051025390625,0.028213977813720703,2309.563933134079,0.0
